Hour,Date,HourlyDryBulbTemperatureAmerillo,HourlyRelativeHumidityAmerillo,HourlyWindSpeedAmerillo,HourlyDryBulbTemperatureAustin,HourlyRelativeHumidityAustin,HourlyWindSpeedAustin,HourlyDryBulbTemperatureDallas,HourlyRelativeHumidityDallas,HourlyWindSpeedDallas,HourlyDryBulbTemperatureElPaso,HourlyRelativeHumidityElPaso,HourlyWindSpeedElPaso,HourlyDryBulbTemperatureHoustan,HourlyRelativeHumidityHoustan,HourlyWindSpeedHoustan,HourlyDryBulbTemperatureLaredo,HourlyRelativeHumidityLaredo,HourlyWindSpeedLaredo,HourlyDryBulbTemperatureOdessa,HourlyRelativeHumidityOdessa,HourlyWindSpeedOdessa,HourlyDryBulbTemperatureSanAnto,HourlyRelativeHumiditySanAnto,HourlyWindSpeedSanAnto,HourlyDryBulbTemperatureSweet,HourlyRelativeHumiditySweet,HourlyWindSpeedSweet
16,1/9/2019,51,26,22,62,35,15,58,21,9,55,34,7,63,35,13,64,46,8,51,36,5,61,32,10,54,26,7
17,1/9/2019,50,28,22,60,35,15,57,25,6,54,35,10,59,38,10,63,48,8,51,35,10,60,35,11,51,31,9
18,1/9/2019,46,30,14,55,37,5,51,35,7,52,38,6,56,46,7,63,48,6,50,38,7,59,38,6,48,37,0
19,1/9/2019,44,32,15,50,52,9,49,39,7,50,44,5,55,47,5,61,52,6,50,41,0,57,41,5,47,42,0
20,1/9/2019,43,34,15,46,63,6,47,46,7,50,52,0,53,52,6,61,52,7,50,44,5,55,44,5,46,46,0
21,1/9/2019,43,34,17,46,66,7,46,47,7,47,69,5,51,59,6,60,52,6,49,48,8,53,47,6,46,53,0
22,1/9/2019,42,35,21,46,63,5,45,49,5,47,71,5,49,66,5,59,54,5,49,50,10,52,49,6,46,57,0
23,1/9/2019,42,36,22,45,77,0,46,47,0,46,68,7,48,68,3,59,51,5,48,54,8,51,50,3,47,53,0
24,1/9/2019,42,40,24,43,74,0,45,49,0,45,74,11,45,83,0,58,53,0,48,54,9,50,52,3,47,46,10
1,1/10/2019,42,40,24,46,61,0,45,49,0,44,73,9,45,83,0,55,62,3,48,54,9,51,48,0,48,45,9
2,1/10/2019,39,50,18,41,79,0,43,53,0,44,76,9,45,77,0,55,64,3,47,61,8,51,48,8,48,44,9
3,1/10/2019,38,55,14,40,86,0,43,56,0,44,71,9,44,79,0,53,72,5,47,61,8,51,48,3,48,43,9
4,1/10/2019,37,57,9,40,86,0,43,53,5,44,68,9,43,76,3,53,77,0,46,63,9,51,48,6,48,47,10
5,1/10/2019,38,57,13,44,83,0,42,55,5,42,73,6,41,82,5,55,69,0,45,68,9,51,48,3,47,46,13
6,1/10/2019,38,57,13,46,71,0,43,58,0,42,79,6,42,76,0,55,67,6,45,71,8,51,50,0,47,50,13
7,1/10/2019,39,53,13,48,66,5,42,60,5,42,76,6,40,89,0,55,69,7,45,74,9,51,50,0,47,49,13
8,1/10/2019,37,57,10,49,56,5,43,65,6,42,79,6,42,79,6,55,72,8,44,79,7,50,54,3,47,55,13
9,1/10/2019,40,53,14,50,59,3,46,50,8,43,76,8,48,68,6,56,72,7,44,79,9,51,46,6,47,56,16
10,1/10/2019,46,46,18,51,54,0,46,42,8,45,74,9,54,49,8,58,67,6,48,68,21,54,42,9,49,53,16
11,1/10/2019,52,38,18,54,47,7,47,42,10,48,63,9,57,37,7,59,64,6,52,64,16,55,42,10,52,51,14
12,1/10/2019,57,34,18,55,35,7,48,41,7,52,53,7,59,33,9,61,63,7,56,62,11,58,41,10,55,52,15
13,1/10/2019,60,33,18,59,36,8,50,39,8,55,49,3,60,35,0,64,58,7,58,60,13,60,39,8,57,51,18
14,1/10/2019,60,35,18,59,33,3,50,41,9,57,47,0,60,35,6,67,55,7,60,58,13,60,39,7,60,52,17
15,1/10/2019,61,35,16,59,33,8,50,44,9,57,47,6,61,34,7,70,53,13,62,56,9,61,41,7,61,54,15
16,1/10/2019,63,33,16,60,33,7,50,46,9,58,50,10,59,35,6,68,57,13,64,54,13,64,40,13,61,57,18
17,1/10/2019,63,35,15,60,32,7,50,48,9,57,49,9,60,35,0,68,59,13,62,56,15,63,43,8,59,61,17
18,1/10/2019,57,45,11,57,36,3,50,50,8,54,62,14,57,42,6,67,61,11,60,60,13,58,48,8,56,69,10
19,1/10/2019,52,57,10,58,42,3,49,52,10,50,86,5,55,47,8,66,63,8,57,64,14,58,41,8,54,73,10
20,1/10/2019,50,63,14,57,45,3,48,52,14,49,90,7,52,57,5,65,66,6,54,69,10,57,42,5,52,74,11
21,1/10/2019,50,66,14,54,53,6,48,52,8,48,93,10,52,59,5,65,68,8,53,72,10,56,44,9,51,77,14
22,1/10/2019,49,71,14,47,71,0,48,50,10,49,86,9,48,74,7,64,70,9,53,72,14,52,57,8,50,78,14
23,1/10/2019,47,77,14,49,64,0,46,54,7,49,86,9,50,68,0,63,70,11,53,74,15,50,66,8,50,79,14
24,1/10/2019,48,77,9,43,80,0,45,58,7,49,86,20,45,86,0,63,70,14,52,77,14,52,69,7,51,77,14
1,1/11/2019,48,77,9,50,54,0,45,58,7,50,83,3,45,86,0,62,73,11,52,77,14,53,74,8,51,77,16
2,1/11/2019,46,86,15,43,80,0,47,59,11,49,86,7,46,86,0,62,73,11,52,86,17,54,75,8,52,75,14
3,1/11/2019,47,86,11,47,80,0,47,59,10,49,83,15,44,93,0,62,73,11,51,89,13,54,77,10,52,81,16
4,1/11/2019,46,89,9,49,77,0,45,63,10,49,83,0,45,93,0,61,78,9,51,96,13,54,80,7,51,100,17
5,1/11/2019,45,93,9,49,80,0,46,61,10,49,83,10,44,96,0,62,78,10,51,96,9,54,80,6,51,100,18
6,1/11/2019,45,93,11,50,74,0,46,63,9,48,86,15,44,93,6,62,80,9,51,96,10,54,83,6,52,100,15
7,1/11/2019,46,96,6,51,77,3,45,77,8,48,83,7,43,93,8,61,87,5,50,100,9,54,83,5,49,100,15
8,1/11/2019,45,97,11,51,80,3,45,80,9,49,77,3,45,90,7,60,90,0,50,100,13,54,83,6,49,100,9
9,1/11/2019,44,96,8,51,80,0,45,83,9,49,80,6,50,80,7,60,93,3,51,96,17,54,87,8,51,100,13
10,1/11/2019,45,93,6,52,80,0,46,77,14,53,64,9,55,69,10,62,90,0,52,97,10,54,90,7,54,100,16
11,1/11/2019,42,92,11,54,77,6,48,68,13,53,64,13,60,62,13,63,93,5,54,90,13,54,93,7,54,100,16
12,1/11/2019,41,93,11,54,75,11,49,69,13,56,53,9,64,56,14,64,93,6,55,87,14,56,90,8,54,100,20
13,1/11/2019,39,96,10,59,67,9,51,66,13,58,46,14,65,56,13,64,93,7,56,87,11,58,84,8,55,97,17
14,1/11/2019,39,93,15,62,65,11,53,66,13,58,42,16,66,54,17,63,93,11,58,72,17,58,90,11,55,98,17
15,1/11/2019,38,97,20,62,70,9,53,69,17,59,38,14,66,56,14,64,90,5,63,58,21,58,93,7,56,92,16
16,1/11/2019,38,93,21,60,80,8,50,86,9,59,33,13,63,65,15,65,84,5,64,46,20,58,93,10,57,90,18
17,1/11/2019,36,97,18,60,80,5,49,97,8,57,36,24,62,67,21,66,81,8,64,41,15,58,97,5,56,89,16
18,1/11/2019,36,93,17,57,90,0,49,97,6,55,38,18,62,70,11,63,87,0,53,64,18,58,97,3,54,98,9
19,1/11/2019,36,89,17,59,90,7,50,93,10,54,40,16,61,75,8,61,90,3,48,77,7,59,93,3,54,100,11
20,1/11/2019,35,89,14,59,90,5,51,96,10,53,43,17,60,78,11,61,93,7,47,80,6,59,93,3,50,90,5
21,1/11/2019,35,89,13,59,93,3,51,96,10,52,47,16,59,87,10,62,93,3,44,85,8,58,100,7,48,99,7
21,1/11/2019,35,89,14,59,93,3,51,96,10,52,47,16,59,87,10,62,93,3,44,85,8,58,100,7,48,99,7
22,1/11/2019,35,89,16,58,97,5,52,97,8,52,47,15,58,97,7,61,93,0,49,74,8,59,93,0,47,92,7
23,1/11/2019,35,82,16,57,96,0,53,96,8,49,50,7,58,100,9,59,96,3,48,74,14,59,96,5,45,92,8
24,1/11/2019,33,89,21,55,93,3,54,97,9,48,42,11,60,93,9,59,96,5,46,77,10,59,96,3,44,90,0
1,1/12/2019,33,89,21,56,97,0,54,97,9,46,44,5,60,93,9,58,97,3,46,77,10,58,97,8,43,95,0
2,1/12/2019,33,89,22,57,93,0,54,93,10,44,47,10,61,97,0,57,100,5,40,89,7,58,93,9,43,82,9
3,1/12/2019,33,85,25,54,97,0,54,93,13,42,53,7,62,100,11,54,97,0,37,93,6,58,90,9,41,86,8
4,1/12/2019,34,85,23,54,97,6,48,83,15,39,62,7,60,100,3,53,96,0,39,89,10,56,93,3,40,88,9
5,1/12/2019,34,82,22,55,93,6,46,73,14,40,60,0,60,100,0,49,100,0,37,93,8,55,93,6,40,85,13
6,1/12/2019,34,85,23,55,90,5,44,76,9,37,70,0,60,100,5,51,96,0,39,86,9,52,97,5,39,86,9
7,1/12/2019,34,82,25,55,90,8,43,76,16,36,73,0,60,100,6,52,100,8,39,82,15,51,96,5,39,80,13
8,1/12/2019,33,85,25,55,77,13,42,76,14,38,70,3,60,100,6,51,96,0,37,86,10,51,92,8,39,78,10
9,1/12/2019,34,85,21,54,69,15,44,71,20,45,54,6,62,90,8,53,96,14,42,71,15,56,84,8,42,73,13
10,1/12/2019,35,85,18,56,60,17,45,68,23,49,48,7,62,86,11,54,100,14,46,63,18,56,65,8,44,65,18
11,1/12/2019,37,76,21,59,56,14,45,68,22,50,44,3,64,75,11,61,87,8,48,56,23,60,56,14,44,63,17
12,1/12/2019,38,73,22,57,53,14,45,68,17,52,41,7,66,65,16,68,61,11,50,54,17,64,46,14,45,59,16
13,1/12/2019,41,67,18,61,50,14,45,66,21,54,35,10,66,59,10,72,48,10,53,48,21,65,43,14,47,58,17
14,1/12/2019,45,58,15,61,46,14,45,68,18,56,30,8,65,54,14,73,41,14,54,45,16,66,39,20,48,55,16
15,1/12/2019,46,54,21,62,43,11,45,66,17,55,30,7,65,51,15,73,38,16,55,44,16,65,42,14,48,55,16
16,1/12/2019,47,52,18,62,43,15,46,63,20,55,30,7,63,48,15,73,37,15,55,44,9,65,39,15,48,56,11
17,1/12/2019,45,56,14,60,42,10,45,68,17,54,31,6,61,52,11,72,34,10,54,45,9,63,41,14,47,59,10
18,1/12/2019,40,68,9,55,47,8,44,68,18,51,36,6,57,58,11,66,40,10,50,52,9,59,46,11,42,67,0
19,1/12/2019,33,78,8,54,51,13,44,65,17,49,41,8,55,59,9,61,48,9,45,63,7,55,53,6,41,70,0
20,1/12/2019,31,85,7,47,66,9,43,68,16,49,41,13,54,62,15,59,49,8,43,68,8,52,59,6,40,73,0
21,1/12/2019,28,88,7,46,68,8,43,68,14,48,46,13,50,66,14,58,51,7,42,71,6,50,63,6,39,75,0
22,1/12/2019,27,92,7,44,68,8,42,71,13,46,51,8,49,66,11,53,64,0,40,73,3,49,64,7,38,78,0
23,1/12/2019,26,88,6,42,73,9,41,67,14,44,55,6,48,68,9,53,69,6,40,73,3,46,68,7,37,81,5
24,1/12/2019,28,92,0,42,73,9,41,67,14,43,58,0,47,69,7,54,62,15,36,86,8,46,66,9,36,86,3
1,1/13/2019,28,92,0,44,63,5,41,67,14,41,62,5,47,69,7,51,69,11,36,86,8,44,71,10,36,86,0
2,1/13/2019,27,92,3,43,71,11,40,70,14,43,60,7,44,76,6,50,68,14,37,82,6,43,71,6,34,93,0
3,1/13/2019,27,92,7,42,71,6,40,70,14,43,60,8,44,76,8,48,71,10,36,82,8,43,71,9,32,100,6
4,1/13/2019,27,96,6,38,79,10,39,70,15,42,62,9,44,76,7,47,74,9,35,85,7,42,71,5,32,100,5
5,1/13/2019,27,96,3,41,73,11,38,70,18,42,62,10,42,82,5,46,77,9,33,89,7,40,77,0,30,100,0
6,1/13/2019,27,96,5,39,76,7,37,70,16,42,65,9,41,86,5,46,77,8,34,89,9,39,79,5,30,100,3
7,1/13/2019,27,96,0,39,76,9,37,70,13,41,67,7,43,80,6,46,73,9,33,89,10,39,76,5,29,100,3
8,1/13/2019,27,96,5,40,73,9,37,73,13,42,65,9,43,80,7,46,71,6,32,92,8,39,76,3,29,100,9
9,1/13/2019,28,96,5,43,68,14,37,73,13,44,60,8,46,71,14,47,66,9,34,92,8,43,68,9,30,100,9
10,1/13/2019,29,96,5,45,66,15,38,70,11,48,54,11,49,64,9,48,61,11,37,79,13,45,66,11,30,100,7
11,1/13/2019,31,96,3,46,66,15,38,73,9,50,50,8,51,61,10,52,55,9,39,76,8,49,56,10,31,100,0
12,1/13/2019,31,96,0,48,54,6,39,70,9,53,47,11,53,55,9,55,49,7,42,68,8,52,55,8,32,100,0
13,1/13/2019,32,96,5,52,55,14,38,73,10,55,44,9,55,53,10,57,45,6,44,63,8,55,49,8,32,100,9
14,1/13/2019,33,92,0,52,55,14,38,70,11,56,42,6,57,49,10,60,42,7,47,56,11,56,49,7,32,100,7
15,1/13/2019,34,89,0,53,55,11,38,70,10,59,38,10,58,50,13,61,43,5,48,54,10,57,47,9,33,100,8
16,1/13/2019,36,82,0,53,57,13,38,73,9,59,38,5,59,49,10,62,40,7,49,55,9,55,51,8,33,100,8
17,1/13/2019,36,79,5,51,59,14,37,73,11,57,41,8,56,53,10,62,41,7,49,55,11,55,51,8,33,100,10
18,1/13/2019,35,85,7,48,58,6,37,73,13,52,49,7,52,61,7,60,44,7,45,63,11,53,55,8,33,100,9
19,1/13/2019,34,89,6,48,63,10,36,76,11,49,52,10,50,66,5,59,46,8,39,73,15,52,59,9,32,100,9
20,1/13/2019,34,89,7,48,63,11,36,76,9,47,56,3,49,69,7,57,49,13,35,82,11,50,61,7,32,100,3
21,1/13/2019,34,89,6,47,63,10,36,76,10,46,58,5,47,71,10,56,51,14,34,89,11,47,69,10,32,100,5
22,1/13/2019,33,89,7,46,66,15,36,76,8,44,63,3,45,77,7,55,55,14,34,92,10,45,71,7,32,100,6
23,1/13/2019,32,92,7,45,68,11,36,76,7,42,68,3,43,82,5,54,57,10,34,89,10,44,73,6,32,100,0
24,1/13/2019,32,92,9,43,71,14,36,79,8,41,70,3,43,80,5,53,59,13,33,92,11,42,79,6,32,100,0
1,1/14/2019,32,92,9,41,70,3,36,79,8,40,73,0,43,80,5,53,59,10,33,92,11,42,76,7,32,100,0
2,1/14/2019,31,89,8,41,73,14,36,76,7,40,73,5,41,86,7,52,61,8,33,92,7,40,79,5,33,100,0
3,1/14/2019,31,89,10,40,73,14,36,76,5,40,73,5,40,86,9,52,64,8,32,96,7,39,82,8,33,100,0
4,1/14/2019,31,89,7,39,76,10,36,76,7,39,76,7,39,86,8,50,68,9,32,96,6,38,86,7,33,100,0
5,1/14/2019,30,92,9,39,76,11,36,76,6,39,76,9,38,89,6,49,69,9,32,100,5,38,83,5,33,100,0
6,1/14/2019,28,92,5,38,76,3,35,78,6,37,79,5,38,86,7,48,71,9,32,96,6,38,86,5,33,100,0
7,1/14/2019,27,92,8,37,82,9,35,78,7,34,85,6,37,89,6,48,71,9,32,100,3,39,79,7,33,100,0
8,1/14/2019,26,92,8,36,86,5,36,76,6,37,79,6,38,89,8,48,68,8,33,100,0,38,79,8,33,100,0
9,1/14/2019,29,92,10,39,79,6,36,76,10,41,73,7,42,79,7,48,68,9,34,97,5,39,79,5,34,100,0
10,1/14/2019,36,79,7,41,73,10,37,73,5,46,63,8,45,74,7,49,66,11,36,89,3,40,77,3,36,92,0
11,1/14/2019,46,58,13,43,71,6,38,73,3,49,56,6,47,69,5,50,63,11,38,86,5,42,73,6,37,86,0
12,1/14/2019,49,52,13,48,58,7,38,73,5,52,53,6,50,63,8,51,61,8,39,86,0,43,71,5,40,82,0
13,1/14/2019,51,48,14,49,59,3,40,70,3,53,51,3,51,61,8,51,61,6,40,86,5,44,71,0,43,77,0
14,1/14/2019,53,47,14,50,57,0,41,67,0,56,47,6,52,59,5,52,59,9,43,82,6,46,68,5,45,73,0
15,1/14/2019,54,45,13,50,57,5,44,63,6,57,45,5,55,53,0,52,61,8,45,77,8,47,66,6,44,75,0
16,1/14/2019,54,45,9,50,57,0,45,58,5,57,45,7,56,51,5,52,61,8,45,77,7,48,63,7,44,75,0
17,1/14/2019,54,45,10,50,59,5,44,60,3,56,47,5,55,53,6,51,61,7,46,73,9,47,69,5,44,76,5
18,1/14/2019,47,59,3,48,63,3,41,67,0,54,51,6,51,61,3,51,61,7,45,74,9,47,69,6,44,78,3
19,1/14/2019,45,63,8,50,61,0,40,70,3,53,52,5,50,66,7,50,63,7,44,76,9,47,69,6,44,79,0
20,1/14/2019,45,63,10,49,66,0,40,73,5,51,56,5,48,71,6,49,66,7,44,76,8,47,69,0,44,81,6
21,1/14/2019,42,68,13,49,66,3,38,76,3,50,59,5,46,77,5,49,69,5,44,76,8,47,69,5,44,81,7
22,1/14/2019,40,73,11,49,66,5,39,76,3,50,59,0,45,80,3,48,77,6,44,76,6,46,73,0,44,82,7
23,1/14/2019,37,79,9,48,68,8,36,82,5,49,61,0,44,83,3,47,83,3,43,82,9,47,69,0,44,84,0
24,1/14/2019,33,85,8,47,69,7,36,89,5,47,66,3,43,86,5,46,89,0,43,82,9,47,71,0,43,86,0
1,1/15/2019,33,85,8,46,66,3,36,89,5,47,66,7,43,86,5,46,89,6,43,82,9,46,73,3,43,87,0
2,1/15/2019,32,88,11,47,71,0,37,89,5,45,71,5,44,85,3,46,89,6,43,82,8,46,73,3,43,87,0
3,1/15/2019,32,88,9,47,71,3,38,86,6,45,68,6,44,85,5,46,93,5,43,82,9,46,73,0,43,85,0
4,1/15/2019,30,92,9,47,71,0,38,86,5,43,74,5,43,86,6,46,93,3,42,82,11,47,69,0,43,86,0
5,1/15/2019,32,88,11,47,74,0,38,86,6,42,76,5,43,86,9,46,93,5,43,82,9,46,71,3,44,87,0
6,1/15/2019,31,92,7,46,68,0,38,86,6,42,73,11,43,86,8,46,96,3,42,85,7,45,77,5,44,88,0
7,1/15/2019,31,92,7,47,74,0,38,86,5,41,76,9,43,82,9,46,96,6,42,89,7,45,77,5,44,90,0
8,1/15/2019,32,88,6,47,74,3,39,86,5,42,73,8,43,82,5,45,97,6,42,89,6,46,77,0,44,92,8
9,1/15/2019,34,89,3,48,71,3,40,83,7,47,63,8,44,83,3,45,97,7,42,89,3,46,77,0,45,88,9
10,1/15/2019,38,83,9,50,63,0,42,76,8,50,59,5,45,77,3,46,96,9,43,86,0,46,86,0,45,86,0
11,1/15/2019,45,66,8,50,63,7,43,76,9,54,53,0,46,77,0,48,93,7,44,83,5,46,83,0,46,81,13
12,1/15/2019,52,53,10,49,69,3,45,71,9,57,47,3,49,71,5,49,93,8,45,80,6,47,83,3,47,80,13
13,1/15/2019,58,44,9,50,74,7,47,69,9,59,44,0,51,66,5,49,93,6,46,79,8,48,80,3,48,78,15
14,1/15/2019,61,38,10,51,71,8,48,66,9,62,37,0,53,61,0,49,93,6,49,74,10,49,77,5,49,76,15
15,1/15/2019,65,32,14,51,74,8,49,66,9,64,30,0,54,62,0,49,97,6,53,66,11,50,77,3,51,71,15
16,1/15/2019,65,29,9,51,77,8,49,66,8,64,29,7,54,62,0,49,97,5,55,62,9,50,77,6,52,70,13
17,1/15/2019,64,28,7,51,77,9,49,66,11,63,31,5,53,66,7,50,93,5,56,60,8,50,83,6,52,72,11
18,1/15/2019,55,42,8,50,77,7,48,71,10,60,35,0,52,72,0,50,93,6,54,64,8,50,83,7,48,81,9
19,1/15/2019,50,48,7,50,80,0,48,71,8,56,42,5,52,72,6,50,94,0,51,69,7,51,80,0,45,90,8
20,1/15/2019,46,56,7,51,77,0,48,71,10,56,44,0,51,74,7,50,93,3,48,80,9,50,86,0,,,
21,1/15/2019,41,65,3,50,83,9,47,74,7,51,50,0,51,74,7,50,96,3,46,86,8,49,90,0,45,93,14
22,1/15/2019,45,56,6,50,83,0,47,77,7,52,49,0,50,77,6,50,96,3,45,93,8,50,86,6,44,100,11
23,1/15/2019,39,67,8,51,83,3,47,77,9,47,61,3,50,80,10,50,96,3,43,97,3,49,86,8,44,100,10
24,1/15/2019,40,68,10,50,86,5,48,77,10,51,50,0,50,83,0,50,96,5,42,96,3,49,86,3,43,100,11
1,1/16/2019,40,68,10,49,83,0,48,77,10,51,50,3,50,83,0,50,96,5,42,96,3,49,86,3,43,100,15
2,1/16/2019,40,70,11,51,86,3,47,83,8,49,52,5,49,90,5,50,96,3,41,96,7,49,90,3,42,100,17
3,1/16/2019,40,73,10,51,86,0,44,89,5,47,56,8,50,86,5,50,96,0,39,96,7,49,90,0,45,100,17
4,1/16/2019,43,63,9,51,86,3,43,93,8,48,56,7,50,86,3,50,100,0,39,100,6,49,93,0,46,100,18
5,1/16/2019,38,70,7,51,92,5,45,93,9,47,59,8,50,89,3,51,96,7,39,100,5,49,97,0,46,100,21
6,1/16/2019,38,70,9,50,86,3,45,97,6,46,63,7,51,86,5,51,96,7,39,100,7,49,97,0,46,100,18
7,1/16/2019,36,79,9,50,96,3,46,93,7,47,66,6,51,89,7,51,96,5,39,100,5,49,97,0,46,100,16
8,1/16/2019,39,73,11,51,92,5,47,93,5,43,76,5,52,86,8,51,96,0,40,100,7,50,93,0,45,100,17
9,1/16/2019,45,63,14,51,92,0,48,96,9,49,64,5,53,83,7,52,97,7,43,100,8,50,96,5,46,100,16
10,1/16/2019,56,44,25,52,89,0,50,93,10,53,57,7,55,80,8,53,96,6,48,93,9,52,97,0,47,100,16
11,1/16/2019,61,36,28,53,93,5,52,89,13,58,50,6,58,78,11,54,93,7,56,75,9,53,96,0,50,99,17
12,1/16/2019,65,31,29,54,87,0,53,86,14,62,43,10,58,90,11,55,93,5,63,58,13,54,93,0,56,75,17
13,1/16/2019,67,25,26,55,90,0,56,77,14,63,40,9,61,81,11,56,90,7,66,49,14,55,93,0,60,63,15
14,1/16/2019,68,23,31,56,90,3,60,72,16,66,33,9,60,84,13,57,90,7,69,45,15,58,87,0,65,54,16
15,1/16/2019,67,23,31,57,87,0,63,65,23,65,29,10,58,97,10,57,90,7,71,38,14,58,87,3,66,52,15
16,1/16/2019,68,22,28,58,90,6,63,68,18,65,31,11,57,96,10,58,87,7,70,37,14,58,93,0,68,52,16
17,1/16/2019,65,25,24,58,90,7,61,72,21,63,33,6,57,100,9,58,84,0,72,30,16,58,90,6,66,54,11
18,1/16/2019,61,30,22,56,93,0,57,83,15,60,39,7,57,100,10,57,90,0,67,33,10,57,93,5,61,67,9
19,1/16/2019,58,32,23,57,96,0,57,83,17,60,32,0,57,100,11,57,90,3,62,40,9,57,96,0,57,76,10
20,1/16/2019,56,34,24,57,96,3,56,87,20,58,35,0,58,97,9,57,90,6,56,49,9,57,96,0,56,78,13
21,1/16/2019,55,37,23,57,96,3,56,87,21,58,35,7,58,100,9,57,90,3,57,45,9,57,96,0,55,81,13
22,1/16/2019,53,38,20,57,93,7,56,90,20,58,33,9,58,100,10,56,93,5,55,49,8,57,96,0,54,83,14
23,1/16/2019,51,41,21,58,93,0,56,90,16,60,31,8,59,100,9,56,90,8,52,55,10,57,96,6,53,86,16
24,1/16/2019,48,46,15,58,93,0,57,90,20,55,38,10,60,100,3,55,93,8,47,66,9,57,93,7,52,85,13
1,1/17/2019,48,46,15,57,93,0,57,90,20,57,36,0,60,100,3,55,93,8,47,66,9,57,93,7,52,82,16
2,1/17/2019,32,88,10,59,90,7,57,87,14,47,54,9,62,100,3,55,93,6,48,63,11,56,90,11,52,77,15
3,1/17/2019,36,76,14,59,90,7,55,93,16,44,60,8,63,100,0,55,93,0,47,61,9,55,93,6,49,71,11
4,1/17/2019,36,76,9,59,90,5,55,90,13,43,65,6,63,100,3,55,93,0,47,59,9,55,93,9,47,70,11
5,1/17/2019,32,85,6,59,87,9,53,93,11,41,70,5,63,100,6,55,93,0,44,65,8,53,96,11,51,53,7
6,1/17/2019,33,78,8,56,90,3,52,93,13,40,73,5,63,100,8,55,93,0,44,65,6,53,93,7,47,62,9
7,1/17/2019,38,62,9,58,87,6,51,92,9,40,70,0,63,100,9,55,93,0,40,70,3,53,93,9,45,65,8
8,1/17/2019,35,67,9,57,87,5,49,86,17,38,76,0,61,93,11,54,97,6,40,73,6,53,96,6,44,67,5
9,1/17/2019,39,62,5,57,87,8,51,86,15,43,71,0,60,93,6,54,97,7,47,63,6,53,93,9,53,51,0
10,1/17/2019,47,48,8,60,80,8,53,77,18,46,63,3,61,90,9,55,93,5,55,45,14,53,93,8,56,44,8
11,1/17/2019,54,38,3,64,70,7,54,72,21,53,51,0,61,90,7,56,90,6,63,34,13,57,83,5,58,42,0
12,1/17/2019,56,34,5,67,49,7,54,69,18,58,38,5,64,81,9,56,90,5,67,28,8,61,72,3,60,38,6
13,1/17/2019,61,29,11,73,41,3,54,67,11,61,32,0,65,78,9,57,87,6,,24,8,66,63,5,62,34,0
14,1/17/2019,63,25,14,76,33,0,56,62,13,63,30,5,67,73,9,58,84,3,70,25,7,68,59,6,63,34,0
15,1/17/2019,64,22,13,77,32,0,57,60,10,64,28,3,68,70,8,59,81,5,70,26,10,69,55,6,65,31,0
16,1/17/2019,65,21,15,77,33,3,57,60,9,65,26,7,69,68,7,60,80,0,69,29,11,69,55,6,66,31,0
17,1/17/2019,64,21,17,73,51,7,56,60,6,64,28,0,67,73,7,59,83,5,68,28,11,67,57,6,63,40,6
18,1/17/2019,58,28,14,68,51,0,49,74,8,63,29,0,62,86,0,58,87,3,65,31,9,66,59,5,56,56,7
19,1/17/2019,56,30,17,61,70,3,48,77,6,58,36,3,59,96,0,59,87,3,59,39,7,62,70,6,54,59,6
20,1/17/2019,50,38,14,55,83,0,47,77,0,58,39,0,59,96,0,57,90,3,54,49,7,61,72,5,50,67,8
21,1/17/2019,49,39,13,53,86,0,47,77,3,49,50,3,57,96,0,56,93,5,50,54,0,59,81,11,50,67,8
22,1/17/2019,48,41,15,50,89,0,45,83,5,48,54,5,55,100,3,56,90,5,53,52,7,57,83,3,50,64,8
23,1/17/2019,42,53,14,50,93,0,45,80,0,51,52,5,58,97,0,54,93,5,53,57,11,54,93,5,51,61,11
24,1/17/2019,42,53,10,48,96,0,42,89,5,52,53,9,55,100,0,54,93,3,52,61,13,54,97,7,52,60,11
1,1/18/2019,42,53,10,54,83,0,42,89,5,53,52,7,55,100,0,53,96,5,52,61,13,54,97,7,53,59,11
2,1/18/2019,38,65,9,54,97,3,43,89,3,53,51,10,54,100,0,53,96,3,50,66,8,54,93,8,52,61,14
3,1/18/2019,41,57,13,54,97,3,42,89,0,53,48,8,53,100,0,54,97,5,52,66,14,53,100,5,51,61,9
4,1/18/2019,40,58,16,54,97,7,42,89,6,50,54,7,52,100,6,53,96,0,52,66,13,54,97,0,52,60,14
5,1/18/2019,40,58,16,55,96,6,42,92,7,50,54,6,56,100,3,54,93,0,51,69,11,54,97,3,52,58,14
6,1/18/2019,44,49,17,53,96,0,43,97,6,49,59,9,58,100,0,55,96,0,49,74,10,55,96,3,52,57,14
7,1/18/2019,47,46,24,56,97,6,43,93,6,48,61,13,58,100,0,56,97,6,48,80,10,55,100,5,50,62,11
8,1/18/2019,49,44,24,57,93,5,43,97,5,50,57,6,59,100,3,57,96,3,51,71,9,56,97,5,48,71,11
9,1/18/2019,50,46,23,57,96,10,47,93,7,53,51,7,60,100,5,61,97,13,52,61,14,56,97,8,58,57,17
10,1/18/2019,54,45,28,58,97,9,51,86,8,58,44,11,61,100,7,63,97,8,61,43,17,57,96,5,63,47,23
11,1/18/2019,55,47,26,60,93,6,55,80,16,60,42,14,63,100,9,64,96,17,68,31,26,58,93,3,67,39,18
12,1/18/2019,63,35,32,60,90,6,61,70,17,62,38,26,64,100,9,65,93,9,70,27,28,59,93,3,72,29,30
